SalesDate,SalesID,CustomerID,SalesPersonID,ProductID,Quantity,Sales,StoreID,OrderStatus
2020-01-02,295,80,1,13,12,319.2,2,Complete
2020-01-02,296,48,1,62,11,289.0,3,Complete
2020-01-02,297,48,1,68,3,37.1,3,Complete
2020-01-02,298,33,3,29,9,925.7,1,Complete
2020-01-02,299,33,3,72,3,33.2,1,Complete
2020-01-02,300,1,7,28,25,1237.4,9,Complete
2020-01-02,301,1,7,62,15,502.1,9,Complete
2020-01-02,302,46,2,11,14,321.9,8,Complete
2020-01-02,303,46,2,16,34,274.9,8,Complete
2020-01-02,304,46,2,69,17,27.8,8,Complete
2020-01-02,305,44,8,30,16,524.1,9,Complete
2020-01-02,306,63,8,50,27,463.0,8,Complete
2020-01-02,307,32,1,31,52,390.9,9,Complete
2020-01-02,308,32,1,62,35,894.9,9,Complete
2020-01-02,309,32,1,68,94,1129.4,9,Complete
2020-01-02,310,32,1,72,59,692.9,9,Complete
2020-01-02,311,19,9,13,76,1512.0,1,Complete
2020-01-02,312,19,9,57,14,240.7,1,Complete
2020-01-02,313,19,2,69,34,74.6,6,Complete
2020-01-02,314,19,2,71,6,191.0,6,Complete
2020-01-02,315,75,1,29,25,2542.5,1,Complete
2020-01-02,316,75,1,56,22,748.8,1,Complete
2020-01-02,317,41,4,36,6,55.7,3,Complete
2020-01-02,318,32,1,28,18,770.0,9,Complete
2020-01-02,319,32,1,39,18,1117.7,9,Complete
2020-01-02,320,5,2,20,31,2821.9,6,Complete
2020-01-02,321,5,2,60,17,95.2,6,Complete
2020-01-02,322,20,4,16,19,226.5,5,Complete
2020-01-02,323,20,4,48,64,2392.8,5,Complete
2020-01-02,324,23,6,11,6,188.2,6,Complete
2020-01-02,325,23,6,76,18,9324.7,6,Complete
2020-01-02,326,84,5,10,25,177.9,2,Complete
2020-01-02,327,84,5,54,7,229.6,2,Complete
2020-01-02,328,84,4,10,24,189.1,1,Complete
2020-01-02,329,39,3,11,14,362.1,4,Complete
2020-01-02,330,39,3,54,22,658.0,4,Complete
2020-01-02,331,51,1,24,27,143.7,7,Complete
2020-01-02,332,51,1,64,19,804.4,7,Complete
2020-01-02,333,37,2,2,49,1020.2,6,Complete
2020-01-02,334,37,2,36,49,426.9,6,Complete
2020-01-02,335,37,2,59,36,391.0,6,Complete
2020-01-02,336,37,2,62,18,598.2,6,Complete
2020-01-02,337,49,6,66,36,787.5,8,Complete
2020-01-02,338,49,6,68,24,297.5,8,Complete
2020-01-02,339,48,1,62,9,233.4,5,Complete
2020-01-02,340,48,1,68,3,36.6,5,Complete
2020-01-02,341,23,6,41,11,88.0,4,Complete
2020-01-02,342,23,6,62,76,1990.8,4,Complete
2020-01-02,343,1,8,17,20,602.2,6,Complete
2020-01-02,344,1,8,30,15,437.2,6,Complete
2020-01-02,345,51,1,4,11,201.2,7,Complete
2020-01-02,346,51,1,17,77,1615.8,7,Complete
2020-01-02,347,51,1,62,31,814.1,7,Complete
2020-01-02,348,89,2,4,32,758.9,2,Complete
2020-01-02,349,89,2,8,64,1417.0,2,Complete
2020-01-02,350,21,2,25,9,114.2,5,Complete
2020-01-02,351,21,2,39,46,2594.8,5,Complete
2020-01-02,352,21,2,40,4,65.3,5,Complete
2020-01-02,353,21,2,75,6,44.7,5,Complete
2020-01-02,354,42,1,38,19,1591.3,9,Complete
2020-01-02,355,42,1,41,12,139.6,9,Complete
2020-01-02,356,42,1,44,72,5925.6,9,Complete
2020-01-02,357,42,1,65,9,101.3,9,Complete
2020-01-02,358,62,2,20,15,1267.5,1,Complete
2020-01-02,359,62,2,38,49,3972.4,1,Complete
2020-01-02,360,62,2,60,86,474.1,1,Complete
2020-01-02,361,62,2,72,51,570.3,1,Complete
2020-01-02,362,33,3,29,9,935.5,2,Complete
2020-01-02,363,33,3,72,4,44.8,2,Complete
2020-01-02,364,1,7,5,23,185.3,4,Complete
2020-01-02,365,1,7,29,17,2626.8,4,Complete
2020-01-02,366,1,7,49,17,409.8,4,Complete
2020-01-02,367,1,7,77,12,198.5,4,Complete
2020-01-02,368,61,2,13,23,514.1,5,Complete
2020-01-02,369,61,2,44,28,2246.8,5,Complete
2020-01-02,370,61,2,51,2,206.8,5,Complete
2020-01-02,371,37,2,2,48,757.7,2,Complete
2020-01-02,372,37,2,36,48,317.1,2,Complete
2020-01-02,373,37,2,59,36,296.4,2,Complete
2020-01-02,374,37,2,62,18,453.6,2,Complete
2020-01-02,375,35,3,24,12,53.3,1,Complete
2020-01-02,376,35,3,41,28,256.6,1,Complete
2020-01-02,377,23,6,76,46,17492.8,1,Complete
2020-01-02,378,73,9,2,28,665.1,7,Complete
2020-01-02,379,73,9,14,47,1271.4,7,Complete
2020-01-02,380,73,9,25,8,143.0,7,Complete
2020-01-02,381,73,9,26,78,3036.9,7,Complete
2020-01-02,382,73,9,31,36,359.1,7,Complete
2020-01-02,383,67,2,49,23,543.6,5,Complete
2020-01-02,384,67,2,60,38,242.7,5,Complete
2020-01-02,385,39,9,25,21,283.9,1,Complete
2020-01-02,386,39,9,70,17,478.5,1,Complete
2020-01-02,387,56,8,13,9,220.8,2,Complete
2020-01-02,388,56,8,39,9,586.7,2,Complete
2020-01-02,389,80,1,24,6,22.1,2,Complete
2020-01-02,390,80,1,38,17,1110.0,2,Complete
2020-01-02,391,80,1,44,10,654.0,2,Complete
2020-01-02,392,1,8,1,9,198.8,1,Complete
2020-01-02,393,1,8,13,11,326.4,1,Complete
2020-01-02,394,1,8,56,33,1555.9,1,Complete
2020-01-02,395,68,6,31,34,284.2,1,Complete
2020-01-02,396,68,6,51,7,674.0,1,Complete
2020-01-02,397,68,6,58,23,1253.8,1,Complete
2020-01-02,398,68,6,72,24,278.9,1,Complete
2020-01-02,399,68,6,73,10,10.9,1,Complete
2020-01-02,400,13,3,21,11,136.7,9,Complete
2020-01-02,401,13,3,37,1,5.4,9,Complete
2020-01-02,402,65,2,5,12,65.5,2,Complete
2020-01-02,403,65,2,7,15,562.3,2,Complete
2020-01-02,404,65,2,56,2,67.6,2,Complete
2020-01-02,405,65,3,20,7,769.9,2,Complete
2020-01-02,406,65,3,31,45,438.0,2,Complete
2020-01-02,407,65,3,72,27,395.7,2,Complete
2020-01-02,408,61,2,13,23,647.1,1,Complete
2020-01-02,409,61,2,44,28,2828.4,1,Complete
2020-01-02,410,61,2,51,2,260.4,1,Complete
2020-01-02,411,49,6,66,29,531.8,1,Complete
2020-01-02,412,49,6,68,19,197.4,1,Complete
2020-01-02,413,51,1,4,9,222.7,9,Complete
2020-01-02,414,51,1,17,66,1873.6,9,Complete
2020-01-02,415,51,1,62,27,959.2,9,Complete
2020-01-02,416,19,9,30,15,347.5,2,Complete
2020-01-02,417,19,9,66,24,422.0,2,Complete
2020-01-02,418,61,2,21,18,191.6,7,Complete
2020-01-02,419,61,4,35,18,125.6,7,Complete
2020-01-02,420,87,7,36,32,217.8,6,Complete
2020-01-02,421,87,5,43,27,308.5,6,Complete
2020-01-02,422,73,9,30,25,720.4,4,Complete
2020-01-02,423,73,9,51,30,3575.9,4,Complete
2020-01-02,424,73,9,55,61,2590.3,4,Complete
2020-01-02,425,73,9,62,5,155.5,4,Complete
2020-01-02,426,42,1,22,62,268.4,8,Complete
2020-01-02,427,42,4,35,7,54.6,8,Complete
2020-01-02,428,42,1,57,28,659.9,8,Complete
2020-01-02,429,42,1,60,71,404.6,8,Complete
2020-01-02,430,42,1,64,36,1392.6,8,Complete
2020-01-02,431,5,3,3,33,756.7,9,Complete
2020-01-02,432,5,3,26,38,1315.7,9,Complete
2020-01-02,433,5,3,29,11,1566.9,9,Complete
2020-01-02,434,35,9,1,22,481.9,5,Complete
2020-01-02,435,35,9,58,13,615.3,5,Complete
2020-01-02,436,63,7,20,21,1972.5,1,Complete
2020-01-02,437,76,4,2,23,464.7,7,Complete
2020-01-02,438,76,4,24,14,66.3,7,Complete
2020-01-02,439,76,4,70,35,1070.4,7,Complete
2020-01-02,440,76,4,77,29,412.4,7,Complete
2020-01-02,441,44,7,7,22,873.5,1,Complete
2020-01-02,442,44,7,52,16,1231.3,1,Complete
2020-01-02,443,127,9,35,11,61.0,3,Complete
2020-01-02,444,127,3,63,42,889.8,3,Complete
2020-01-02,445,2,3,11,2,49.9,8,Complete
2020-01-02,446,2,3,13,11,234.4,8,Complete
2020-01-02,447,2,3,19,8,62.7,8,Complete
2020-01-02,448,2,3,72,11,120.7,8,Complete
2020-01-02,449,17,8,13,6,129.8,8,Complete
2020-01-02,450,17,8,59,28,200.1,8,Complete
2020-01-03,451,15,2,11,10,257.3,6,Complete
2020-01-03,452,15,2,46,5,59.3,6,Complete
2020-01-03,453,49,6,24,28,128.8,7,Complete
2020-01-03,454,49,6,25,12,161.5,7,Complete
2020-01-03,455,7,4,41,12,104.6,9,Complete
2020-01-03,456,7,4,55,18,701.3,9,Complete
2020-01-03,457,75,1,29,23,2314.9,3,Complete
2020-01-03,458,75,1,56,21,707.4,3,Complete
2020-01-03,459,30,5,55,9,331.3,8,Complete
2020-01-03,460,30,5,62,19,514.7,8,Complete
2020-01-03,461,30,5,64,14,399.4,8,Complete
2020-01-03,462,30,5,65,20,182.5,8,Complete
2020-01-03,463,19,2,69,34,70.0,4,Complete
2020-01-03,464,19,2,71,6,179.3,4,Complete
2020-01-03,465,5,2,20,35,3170.5,4,Complete
2020-01-03,466,5,2,60,19,105.8,4,Complete
2020-01-03,467,37,3,17,2,55.6,5,Complete
2020-01-03,468,37,3,33,20,633.6,5,Complete
2020-01-03,469,49,6,66,27,532.6,6,Complete
2020-01-03,470,49,6,68,18,201.2,6,Complete
2020-01-03,471,75,1,19,10,98.0,5,Complete
2020-01-03,472,75,1,30,8,227.1,5,Complete
2020-01-03,473,75,1,38,21,1873.9,5,Complete
2020-01-03,474,75,1,56,12,555.5,5,Complete
2020-01-03,475,10,1,41,22,243.2,7,Complete
2020-01-03,476,10,1,44,34,2794.8,7,Complete
2020-01-03,477,10,1,59,8,87.7,7,Complete
2020-01-03,478,37,9,10,26,160.6,4,Complete
2020-01-03,479,37,9,24,26,111.0,4,Complete
2020-01-03,480,37,9,77,41,517.6,4,Complete
2020-01-03,481,23,6,14,16,397.8,7,Complete
2020-01-03,482,23,6,54,10,379.5,7,Complete
2020-01-03,483,34,9,24,42,217.6,3,Complete
2020-01-03,484,34,9,38,5,475.5,3,Complete
2020-01-03,485,34,9,65,43,488.4,3,Complete
2020-01-03,486,34,9,71,11,374.3,3,Complete
2020-01-03,487,44,7,7,22,905.6,8,Complete
2020-01-03,488,44,7,52,15,1196.8,8,Complete
2020-01-03,489,82,1,4,14,334.3,5,Complete
2020-01-03,490,82,1,7,47,1997.9,5,Complete
2020-01-03,491,82,1,8,9,197.9,5,Complete
2020-01-03,492,37,9,18,30,716.8,1,Complete
2020-01-03,493,37,9,41,95,874.6,1,Complete
2020-01-03,494,37,9,42,24,306.6,1,Complete
2020-01-03,495,63,8,13,8,221.6,3,Complete
2020-01-03,496,63,8,21,15,182.1,3,Complete
2020-01-03,497,63,8,33,15,461.3,3,Complete
2020-01-03,498,63,8,49,6,139.5,3,Complete
2020-01-03,499,34,9,24,30,111.8,5,Complete
2020-01-03,500,34,9,38,3,205.2,5,Complete
2020-01-03,501,34,9,65,31,253.2,5,Complete
2020-01-03,502,34,9,71,8,195.7,5,Complete
2020-01-03,503,89,3,33,62,1893.4,9,Complete
2020-01-03,504,89,3,72,21,284.8,9,Complete
2020-01-03,505,75,1,7,9,338.0,5,Complete
2020-01-03,506,75,1,60,18,93.4,5,Complete
2020-01-03,507,75,1,68,7,99.3,5,Complete
2020-01-03,508,63,8,4,14,360.4,7,Complete
2020-01-03,509,63,8,36,27,248.1,7,Complete
2020-01-03,510,25,8,23,48,419.4,3,Complete
2020-01-03,511,25,8,26,29,944.6,3,Complete
2020-01-03,512,25,8,36,24,186.2,3,Complete
2020-01-03,513,25,8,37,34,128.7,3,Complete
2020-01-03,514,25,8,72,30,350.4,3,Complete
2020-01-03,515,48,1,53,4,278.7,9,Complete
2020-01-03,516,90,9,19,14,128.8,2,Complete
2020-01-03,517,90,9,49,12,266.1,2,Complete
2020-01-03,518,90,9,61,6,182.7,2,Complete
2020-01-03,519,73,9,7,7,287.7,2,Complete
2020-01-03,520,73,9,13,18,WNl2tBcj5n1,2,Complete
2020-01-03,521,58,8,51,19,1726.7,7,Complete
2020-01-03,522,58,8,60,4,19.0,7,Complete
2020-01-03,523,23,6,12,21,242.9,8,Complete
2020-01-03,524,23,6,32,16,414.1,8,Complete
2020-01-03,525,23,6,35,19,148.8,8,Complete
2020-01-04,526,37,9,50,18,275.9,6,Complete
2020-01-04,527,37,3,69,22,37.4,6,Complete
2020-01-04,528,44,8,64,43,1255.7,1,Complete
2020-01-04,529,44,8,68,3,29.8,1,Complete
2020-01-04,530,44,8,76,13,4370.2,1,Complete
2020-01-05,531,32,1,11,3,88.1,8,Complete
2020-01-05,532,32,1,33,8,217.8,8,Complete
2020-01-05,533,32,1,72,9,95.9,8,Complete
2020-01-05,534,25,8,59,27,249.9,8,Complete
2020-01-05,535,25,8,73,18,22.9,8,Complete
2020-01-05,536,23,6,47,28,839.3,2,Complete
2020-01-05,537,23,6,59,11,103.2,2,Complete
2020-01-07,538,35,3,55,2,80.2,1,Complete
2020-01-07,539,35,3,70,11,306.3,1,Complete
2020-01-07,540,7,4,41,14,107.3,3,Complete
2020-01-07,541,7,4,55,21,719.3,3,Complete
2020-01-08,542,37,3,14,71,1685.3,5,Complete
2020-01-08,543,37,3,65,20,188.1,5,Complete
2020-01-09,544,32,1,31,67,710.1,1,Complete
2020-01-09,545,32,4,35,45,346.5,1,Complete
2020-01-09,546,32,1,46,51,648.3,1,Complete
2020-01-09,547,32,1,72,27,346.7,1,Complete
2020-01-09,548,39,9,30,8,233.2,1,Complete
2020-01-09,549,39,9,43,14,200.8,1,Complete
2020-01-10,550,25,8,30,20,512.4,1,Complete
2020-01-10,551,25,8,62,15,468.0,1,Complete
2020-01-10,552,5,2,44,19,1628.4,1,Complete
2020-01-10,553,5,2,59,17,154.6,1,Complete
2020-01-10,554,5,2,63,9,200.7,1,Complete
2020-01-10,555,5,2,73,29,32.9,1,Complete
2020-01-10,556,33,3,29,9,979.5,6,Complete
2020-01-10,557,33,3,72,4,46.9,6,Complete
2020-01-11,558,21,2,25,10,132.1,7,Complete
2020-01-11,559,21,2,39,50,2936.0,7,Complete
2020-01-11,560,21,2,40,4,68.0,7,Complete
2020-01-11,561,21,2,75,6,46.5,7,Complete
2020-01-11,562,61,2,13,22,582.4,9,Complete
2020-01-11,563,61,2,44,26,2470.9,9,Complete
2020-01-11,564,61,2,51,2,245.0,9,Complete
2020-01-11,565,63,8,1,50,1116.1,5,Complete
2020-01-11,566,63,8,40,45,877.2,5,Complete
2020-01-11,567,63,8,53,40,2760.2,5,Complete
2020-01-12,568,23,6,14,15,323.9,5,Complete
2020-01-12,569,23,6,54,10,329.5,5,Complete
2020-01-12,570,35,9,11,5,141.9,6,Complete
2020-01-12,571,35,9,51,25,2421.3,6,Complete
2020-01-12,572,35,9,74,16,439.8,6,Complete
2020-01-12,573,79,8,44,10,688.9,1,Complete
2020-01-12,574,79,8,51,50,5042.5,1,Complete
2020-01-12,575,58,8,45,24,224.9,6,Complete
2020-01-12,576,58,8,53,7,438.4,6,Complete
2020-01-12,577,58,8,67,35,2076.9,6,Complete
2020-01-13,1,46,2,74,14,428.3,1,Complete
2020-01-13,2,19,3,5,32,179.8,2,Complete
2020-01-13,3,19,3,18,9,241.0,2,Complete
2020-01-13,4,19,3,29,14,1811.3,2,Complete
2020-01-14,5,19,3,33,60,1649.4,2,Complete
2020-01-14,6,19,3,74,50,1360.5,2,Complete
2020-01-14,7,17,8,13,18,416.2,1,Complete
2020-01-14,8,59,4,69,50,104.5,2,Complete
2020-01-14,9,47,2,3,50,924.0,5,Complete
2020-01-15,10,27,6,26,2,56.7,2,Complete
2020-01-15,11,41,4,55,10,360.4,5,Complete
2020-01-15,12,41,4,76,20,7228.6,5,Complete
2020-01-15,13,84,5,10,20,152.8,1,Complete
2020-01-15,14,84,5,54,6,211.3,1,Complete
2020-01-15,15,63,7,55,120,4803.6,1,Complete
2020-01-02,372,37,2,36,48,317.1,2,Complete
2020-01-15,16,63,7,64,35,1257.9,1,Complete
2020-01-16,17,63,7,65,28,298.5,1,Complete
2020-01-16,18,63,7,77,55,688.1,1,Complete
2020-01-16,19,84,4,10,20,132.0,8,Complete
2020-01-16,20,42,1,23,10,83.3,5,Complete
2020-01-16,21,42,1,41,20,204.4,5,Complete
2020-01-16,22,42,1,77,5,65.6,5,Complete
2020-01-17,23,37,9,52,6,512.9,7,Complete
2020-01-17,24,37,9,59,4,33.2,7,Complete
2020-01-17,25,37,9,70,6,186.5,7,Complete
2020-01-17,26,37,9,10,16,120.8,9,Complete
2020-01-17,27,37,9,56,40,1629.2,9,Complete
2020-01-17,28,37,9,60,10,51.1,9,Complete
2020-01-17,29,19,2,69,31,76.6,8,Complete
2020-01-18,30,19,2,71,5,179.1,8,Complete
2020-01-18,31,61,2,13,25,620.2,1,Complete
2020-01-18,32,61,2,44,30,2672.1,1,Complete
2020-01-18,33,61,2,51,2,229.6,1,Complete
2020-01-18,34,51,1,18,39,969.3,2,Complete
2020-01-18,35,51,1,42,10,151.5,2,Complete
2020-01-19,36,51,1,47,16,393.6,2,Complete
2020-01-19,37,42,1,38,24,1634.6,1,Complete
2020-01-19,38,42,1,41,16,151.3,1,Complete
2020-01-19,39,42,1,44,94,6291.5,1,Complete
2020-01-19,40,42,1,65,12,109.8,1,Complete
2020-01-19,41,82,1,21,40,456.7,6,Complete
2020-01-19,42,82,1,27,28,1238.8,6,Complete
2020-01-20,43,82,1,55,28,1184.6,6,Complete
2020-01-20,44,82,1,58,33,1680.2,6,Complete
2020-01-20,45,73,9,8,25,539.2,4,Complete
2020-01-20,46,73,9,21,49,531.6,4,Complete
2020-01-20,47,73,9,40,100,1980.4,4,Complete
2020-01-20,48,73,9,44,7,545.5,4,Complete
2020-01-20,49,56,7,41,23,254.9,5,Complete
2020-01-21,50,56,7,51,170,19525.6,5,Complete
2020-01-21,51,56,7,77,24,337.0,5,Complete
2020-01-21,52,75,1,29,17,2255.2,9,Complete
2020-01-21,53,75,1,56,15,666.0,9,Complete
2020-01-21,54,73,9,2,30,509.4,3,Complete
2020-01-22,55,73,9,14,51,986.1,3,Complete
2020-01-22,56,73,9,25,9,115.0,3,Complete
2020-01-22,57,73,9,26,85,2365.5,3,Complete
2020-01-22,58,73,9,31,39,278.1,3,Complete
2020-01-22,59,48,1,28,6,271.4,4,Complete
2020-01-22,60,48,1,67,6,404.7,4,Complete
2020-01-23,61,19,9,36,30,278.6,3,Complete
2020-01-23,62,19,9,52,83,7753.0,3,Complete
2020-01-23,63,29,4,10,5,33.5,8,Complete
2020-01-23,64,33,3,29,10,1301.7,4,Complete
2020-01-23,65,33,3,72,4,56.1,4,Complete
2020-01-24,66,37,2,33,21,628.6,7,Complete
2020-01-24,67,61,2,13,25,632.5,7,Complete
2020-01-24,68,61,2,44,30,2725.0,7,Complete
2020-01-24,69,61,2,51,2,234.1,7,Complete
2020-01-24,70,51,1,4,9,199.0,5,Complete
2020-01-24,71,51,1,17,65,1649.2,5,Complete
2020-01-24,72,51,1,62,26,825.5,5,Complete
2020-01-25,73,62,2,20,13,1314.4,8,Complete
2020-01-25,74,62,2,38,45,4365.1,8,Complete
2020-01-25,75,62,2,60,78,514.5,8,Complete
2020-01-25,76,62,2,72,47,628.8,8,Complete
2020-01-25,77,91,8,31,36,294.8,1,Complete
2020-01-25,78,91,8,58,18,834.3,1,Complete
2020-01-26,79,63,8,35,100,713.4,8,Complete
2020-01-26,80,63,8,62,40,1425.9,8,Complete
2020-01-26,81,37,2,2,48,958.5,1,Complete
2020-01-26,82,37,2,36,48,401.1,1,Complete
2020-01-26,83,37,2,59,36,375.0,1,Complete
2020-01-26,84,37,2,62,18,573.8,1,Complete
2020-01-27,85,25,8,23,49,464.7,9,Complete
2020-01-27,86,25,8,26,29,1025.3,9,Complete
2020-01-27,87,25,8,36,24,202.1,9,Complete
2020-01-27,88,25,8,37,34,139.7,9,Complete
2020-01-27,89,25,8,72,30,380.3,9,Complete
2020-01-28,90,39,3,26,34,1144.7,5,Complete
2020-01-28,91,39,3,38,26,2387.9,5,Complete
2020-01-28,92,39,3,40,51,1036.2,5,Complete
2020-01-28,93,39,3,62,21,638.3,5,Complete
2020-01-28,94,35,3,41,29,258.2,9,Complete
2020-01-29,95,35,3,71,29,887.7,9,Complete
2020-01-29,96,91,8,61,15,349.1,4,Complete
2020-01-29,97,34,9,17,18,488.5,1,Complete
2020-01-29,98,34,9,24,42,235.2,1,Complete
2020-01-29,99,63,7,13,20,469.7,6,Complete
2020-01-30,100,63,5,43,24,315.6,6,Complete
2020-01-30,101,63,7,60,49,267.5,6,Complete
2020-01-30,102,63,7,71,35,1172.2,6,Complete
2020-01-30,103,79,8,19,12,133.8,5,Complete
2020-01-30,104,79,8,49,41,916.9,5,Complete
2020-01-30,105,73,9,26,6,154.6,2,Complete
2020-01-31,106,73,9,76,6,2063.8,2,Complete
2020-01-31,107,37,3,45,17,178.7,1,Complete
2020-01-31,108,37,3,52,23,2297.1,1,Complete
2020-01-31,109,ielXvjMk,3,53,46,3490.3,1,Complete
2020-01-31,110,37,9,52,7,621.3,9,Complete
