SalesID,SalesDate,OrderID,CustomerID,SalesPersonID,ProductID,Quantity,Sales,StoreID,OrderStatus
226,2020-01-02,10395,35,3,69,8,15.0,5,Complete
227,2020-01-02,10398,71,9,35,30,163.5,8,Complete
228,2020-01-02,10398,71,3,55,120,4486.8,8,Complete
229,2020-01-02,10432,23,6,26,10,300.4,2,Complete
230,2020-01-02,10432,23,6,54,40,1364.8,2,Complete
231,2020-01-02,10434,23,6,11,6,156.8,4,Complete
232,2020-01-02,10434,23,6,76,18,7766.8,4,Complete
233,2020-01-02,10461,46,9,21,40,394.4,1,Complete
234,2020-01-02,10461,46,9,30,28,764.1,1,Complete
235,2020-01-02,10461,46,9,55,60,2114.4,1,Complete
236,2020-01-02,10485,47,9,2,20,348.8,5,Complete
237,2020-01-02,10485,47,9,3,20,433.6,5,Complete
238,2020-01-02,10485,47,9,55,30,1056.3,5,Complete
239,2020-01-02,10485,47,9,70,60,1608.0,5,Complete
240,2020-01-02,10524,5,3,10,2,15.0,4,Complete
241,2020-01-02,10524,5,3,30,10,272.5,4,Complete
242,2020-01-02,10524,5,9,43,60,780.0,4,Complete
243,2020-01-02,10524,5,3,54,15,513.5,4,Complete
244,2020-01-02,10552,35,3,69,18,34.6,2,Complete
245,2020-01-02,10552,35,3,75,30,214.8,2,Complete
246,2020-01-02,11099,23,6,14,14,364.7,9,Complete
247,2020-01-02,11099,23,6,54,9,357.9,9,Complete
248,2020-01-02,11356,46,2,11,14,396.2,6,Complete
249,2020-01-02,11356,46,2,16,35,348.3,6,Complete
250,2020-01-02,11356,46,2,69,17,34.2,6,Complete
251,2020-01-02,11360,49,6,66,37,779.1,1,Complete
252,2020-01-02,11360,49,6,68,24,286.4,1,Complete
253,2020-01-02,11366,69,5,30,10,329.4,6,Complete
254,2020-01-02,11366,69,5,53,10,718.5,6,Complete
255,2020-01-02,11366,69,5,54,5,222.7,6,Complete
256,2020-01-02,11398,1,8,17,23,550.7,8,Complete
257,2020-01-02,11398,1,8,30,17,394.0,8,Complete
258,2020-01-02,11645,79,7,52,23,2056.6,5,Complete
259,2020-01-02,11662,7,4,31,31,268.9,2,Complete
260,2020-01-02,11662,7,4,57,13,238.4,2,Complete
261,2020-01-02,11816,19,3,75,36,276.3,6,Complete
262,2020-01-02,11843,60,4,8,28,702.7,3,Complete
263,2020-01-02,11843,60,4,29,9,1477.4,3,Complete
264,2020-01-02,11843,60,4,42,13,234.8,3,Complete
265,2020-01-02,11853,44,7,3,26,527.5,3,Complete
266,2020-01-02,11853,44,7,59,115,920.0,3,Complete
267,2020-01-02,11853,44,7,70,31,927.8,3,Complete
268,2020-01-02,11864,39,9,55,31,1088.4,4,Complete
269,2020-01-02,11864,39,9,59,22,181.3,4,Complete
270,2020-01-02,11928,73,3,21,5,51.0,8,Complete
271,2020-01-02,11928,73,3,28,12,552.0,8,Complete
272,2020-01-02,11928,73,3,57,24,419.8,8,Complete
273,2020-01-02,11928,73,3,64,33,1034.1,8,Complete
274,2020-01-02,12071,82,1,4,14,388.8,1,Complete
275,2020-01-02,12071,82,1,7,45,2224.8,1,Complete
276,2020-01-02,12071,82,1,8,9,230.1,1,Complete
277,2020-01-02,12074,82,1,20,36,3291.8,4,Complete
278,2020-01-02,12074,82,1,28,32,1536.6,4,Complete
279,2020-01-02,12074,82,1,56,64,2540.1,4,Complete
280,2020-01-02,12074,82,1,65,36,411.3,4,Complete
281,2020-01-02,12074,82,1,75,46,352.1,4,Complete
282,2020-01-02,12085,59,4,36,33,262.3,5,Complete
283,2020-01-02,12085,59,4,40,17,341.3,5,Complete
284,2020-01-02,12093,24,7,4,16,315.3,3,Complete
285,2020-01-02,12093,24,7,72,25,268.8,3,Complete
286,2020-01-02,12093,24,7,73,25,24.9,3,Complete
287,2020-01-02,12101,34,9,24,41,158.7,1,Complete
288,2020-01-02,12101,34,9,38,5,355.2,1,Complete
289,2020-01-02,12101,34,9,65,42,356.3,1,Complete
290,2020-01-02,12101,34,9,71,10,254.1,1,Complete
291,2020-01-02,12105,43,1,11,11,294.3,5,Complete
292,2020-01-02,12155,13,3,21,11,120.0,5,Complete
293,2020-01-02,12155,13,3,37,1,4.7,5,Complete
294,2020-01-02,12172,80,1,10,19,127.4,2,Complete
295,2020-01-02,12172,80,1,13,12,319.2,2,Complete
296,2020-01-02,12203,48,1,62,11,289.0,3,Complete
297,2020-01-02,12203,48,1,68,3,37.1,3,Complete
298,2020-01-02,13000,33,3,29,9,925.7,1,Complete
299,2020-01-02,13000,33,3,72,3,33.2,1,Complete
300,2020-01-02,13009,1,7,28,25,1237.4,9,Complete
301,2020-01-02,13009,1,7,62,15,502.1,9,Complete
302,2020-01-02,13028,46,2,11,14,321.9,8,Complete
303,2020-01-02,13028,46,2,16,34,274.9,8,Complete
304,2020-01-02,13028,46,2,69,17,27.8,8,Complete
305,2020-01-02,13399,44,8,30,16,524.1,9,Complete
306,2020-01-02,13428,63,8,50,27,463.0,8,Complete
307,2020-01-02,13449,32,1,31,52,390.9,9,Complete
308,2020-01-02,13449,32,1,62,35,894.9,9,Complete
309,2020-01-02,13449,32,1,68,94,1129.4,9,Complete
310,2020-01-02,13449,32,1,72,59,692.9,9,Complete
311,2020-01-02,13491,19,9,13,76,1512.0,1,Complete
312,2020-01-02,13491,19,9,57,14,240.7,1,Complete
313,2020-01-02,13596,19,2,69,34,74.6,6,Complete
314,2020-01-02,13596,19,2,71,6,191.0,6,Complete
315,2020-01-02,13601,75,1,29,25,2542.5,1,Complete
316,2020-01-02,13601,75,1,56,22,748.8,1,Complete
317,2020-01-02,13603,41,4,36,6,55.7,3,Complete
318,2020-01-02,13609,32,1,28,18,770.0,9,Complete
319,2020-01-02,13609,32,1,39,18,1117.7,9,Complete
320,2020-01-02,13616,5,2,20,31,2821.9,6,Complete
321,2020-01-02,13616,5,2,60,17,95.2,6,Complete
322,2020-01-02,13635,20,4,16,19,226.5,5,Complete
323,2020-01-02,13635,20,4,48,64,2392.8,5,Complete
324,2020-01-02,13666,23,6,11,6,188.2,6,Complete
325,2020-01-02,13666,23,6,76,18,9324.7,6,Complete
326,2020-01-02,13682,84,5,10,25,177.9,2,Complete
327,2020-01-02,13682,84,5,54,7,229.6,2,Complete
328,2020-01-02,13710,84,4,10,24,189.1,1,Complete
329,2020-01-02,13774,39,3,11,14,362.1,4,Complete
330,2020-01-02,13774,39,3,54,22,658.0,4,Complete
331,2020-01-02,13797,51,1,24,27,143.7,7,Complete
332,2020-01-02,13797,51,1,64,19,804.4,7,Complete
333,2020-01-02,13866,37,2,2,49,1020.2,6,Complete
334,2020-01-02,13866,37,2,36,49,426.9,6,Complete
335,2020-01-02,13866,37,2,59,36,391.0,6,Complete
336,2020-01-02,13866,37,2,62,18,598.2,6,Complete
337,2020-01-02,13868,49,6,66,36,787.5,8,Complete
338,2020-01-02,13868,49,6,68,24,297.5,8,Complete
339,2020-01-02,13875,48,1,62,9,233.4,5,Complete
340,2020-01-02,13875,48,1,68,3,36.6,5,Complete
341,2020-01-02,13884,23,6,41,11,88.0,4,Complete
342,2020-01-02,13884,23,6,62,76,1990.8,4,Complete
343,2020-01-02,13906,1,8,17,20,602.2,6,Complete
344,2020-01-02,13906,1,8,30,15,437.2,6,Complete
345,2020-01-02,13907,51,1,4,11,201.2,7,Complete
346,2020-01-02,13907,51,1,17,77,1615.8,7,Complete
347,2020-01-02,13907,51,1,62,31,814.1,7,Complete
348,2020-01-02,13912,89,2,4,32,758.9,2,Complete
349,2020-01-02,13912,89,2,8,64,1417.0,2,Complete
350,2020-01-02,13915,21,2,25,9,114.2,5,Complete
351,2020-01-02,13915,21,2,39,46,2594.8,5,Complete
352,2020-01-02,13915,21,2,40,4,65.3,5,Complete
353,2020-01-02,13915,21,2,75,6,44.7,5,Complete
354,2020-01-02,13919,42,1,38,19,1591.3,9,Complete
355,2020-01-02,13919,42,1,41,12,139.6,9,Complete
356,2020-01-02,13919,42,1,44,72,5925.6,9,Complete
357,2020-01-02,13919,42,1,65,9,101.3,9,Complete
358,2020-01-02,14440,62,2,20,15,1267.5,1,Complete
359,2020-01-02,14440,62,2,38,49,3972.4,1,Complete
360,2020-01-02,14440,62,2,60,86,474.1,1,Complete
361,2020-01-02,14440,62,2,72,51,570.3,1,Complete
362,2020-01-02,14672,33,3,29,9,935.5,2,Complete
363,2020-01-02,14672,33,3,72,4,44.8,2,Complete
364,2020-01-02,14694,1,7,5,23,185.3,4,Complete
365,2020-01-02,14694,1,7,29,17,2626.8,4,Complete
366,2020-01-02,14694,1,7,49,17,409.8,4,Complete
367,2020-01-02,14694,1,7,77,12,198.5,4,Complete
368,2020-01-02,14695,61,2,13,23,514.1,5,Complete
369,2020-01-02,14695,61,2,44,28,2246.8,5,Complete
370,2020-01-02,14695,61,2,51,2,206.8,5,Complete
371,2020-01-02,14702,37,2,2,48,757.7,2,Complete
372,2020-01-02,14702,37,2,36,48,317.1,2,Complete
373,2020-01-02,14702,37,2,59,36,296.4,2,Complete
374,2020-01-02,14702,37,2,62,18,453.6,2,Complete
375,2020-01-02,15140,35,3,24,12,53.3,1,Complete
376,2020-01-02,15140,35,3,41,28,256.6,1,Complete
377,2020-01-02,15230,23,6,76,46,17492.8,1,Complete
378,2020-01-02,15297,73,9,2,28,665.1,7,Complete
379,2020-01-02,15297,73,9,14,47,1271.4,7,Complete
380,2020-01-02,15297,73,9,25,8,143.0,7,Complete
381,2020-01-02,15297,73,9,26,78,3036.9,7,Complete
382,2020-01-02,15297,73,9,31,36,359.1,7,Complete
383,2020-01-02,15385,67,2,49,23,543.6,5,Complete
384,2020-01-02,15385,67,2,60,38,242.7,5,Complete
385,2020-01-02,15410,39,9,25,21,283.9,1,Complete
386,2020-01-02,15410,39,9,70,17,478.5,1,Complete
387,2020-01-02,15412,56,8,13,9,220.8,2,Complete
388,2020-01-02,15412,56,8,39,9,586.7,2,Complete
389,2020-01-02,15422,80,1,24,6,22.1,2,Complete
390,2020-01-02,15422,80,1,38,17,1110.0,2,Complete
391,2020-01-02,15422,80,1,44,10,654.0,2,Complete
392,2020-01-02,15430,1,8,1,9,198.8,1,Complete
393,2020-01-02,15430,1,8,13,11,326.4,1,Complete
394,2020-01-02,15430,1,8,56,33,1555.9,1,Complete
395,2020-01-02,15441,68,6,31,34,284.2,1,Complete
396,2020-01-02,15441,68,6,51,7,674.0,1,Complete
397,2020-01-02,15441,68,6,58,23,1253.8,1,Complete
398,2020-01-02,15441,68,6,72,24,278.9,1,Complete
399,2020-01-02,15441,68,6,73,10,10.9,1,Complete
400,2020-01-02,15499,13,3,21,11,136.7,9,Complete
401,2020-01-02,15499,13,3,37,1,5.4,9,Complete
402,2020-01-02,15502,65,2,5,12,65.5,2,Complete
403,2020-01-02,15502,65,2,7,15,562.3,2,Complete
404,2020-01-02,15502,65,2,56,2,67.6,2,Complete
405,2020-01-02,15512,65,3,20,7,769.9,2,Complete
406,2020-01-02,15512,65,3,31,45,438.0,2,Complete
407,2020-01-02,15512,65,3,72,27,395.7,2,Complete
408,2020-01-02,15531,61,2,13,23,647.1,1,Complete
409,2020-01-02,15531,61,2,44,28,2828.4,1,Complete
410,2020-01-02,15531,61,2,51,2,260.4,1,Complete
411,2020-01-02,15540,49,6,66,29,531.8,1,Complete
412,2020-01-02,15540,49,6,68,19,197.4,1,Complete
413,2020-01-02,15579,51,1,4,9,222.7,9,Complete
414,2020-01-02,15579,51,1,17,66,1873.6,9,Complete
415,2020-01-02,15579,51,1,62,27,959.2,9,Complete
416,2020-01-02,16272,19,9,30,15,347.5,2,Complete
417,2020-01-02,16272,19,9,66,24,422.0,2,Complete
418,2020-01-02,16337,61,2,21,18,191.6,7,Complete
419,2020-01-02,16337,61,4,35,18,125.6,7,Complete
420,2020-01-02,16346,87,7,36,32,217.8,6,Complete
421,2020-01-02,16346,87,5,43,27,308.5,6,Complete
422,2020-01-02,16654,73,9,30,25,720.4,4,Complete
423,2020-01-02,16654,73,9,51,30,3575.9,4,Complete
424,2020-01-02,16654,73,9,55,61,2590.3,4,Complete
425,2020-01-02,16654,73,9,62,5,155.5,4,Complete
426,2020-01-02,16688,42,1,22,62,268.4,8,Complete
427,2020-01-02,16688,42,4,35,7,54.6,8,Complete
428,2020-01-02,16688,42,1,57,28,659.9,8,Complete
429,2020-01-02,16688,42,1,60,71,404.6,8,Complete
430,2020-01-02,16688,42,1,64,36,1392.6,8,Complete
431,2020-01-02,16709,5,3,3,33,756.7,9,Complete
432,2020-01-02,16709,5,3,26,38,1315.7,9,Complete
433,2020-01-02,16709,5,3,29,11,1566.9,9,Complete
434,2020-01-02,16715,35,9,1,22,481.9,5,Complete
435,2020-01-02,16715,35,9,58,13,615.3,5,Complete
436,2020-01-02,16730,63,7,20,21,1972.5,1,Complete
437,2020-01-02,16737,76,4,2,23,464.7,7,Complete
438,2020-01-02,16737,76,4,24,14,66.3,7,Complete
439,2020-01-02,16737,76,4,70,35,1070.4,7,Complete
440,2020-01-02,16737,76,4,77,29,412.4,7,Complete
441,2020-01-02,16760,44,7,7,22,873.5,1,Complete
442,2020-01-02,16760,44,7,52,16,1231.3,1,Complete
443,2020-01-02,16773,127,9,35,11,61.0,3,Complete
444,2020-01-02,16773,127,3,63,42,889.8,3,Complete
445,2020-01-02,16778,2,3,11,2,49.9,8,Complete
446,2020-01-02,16778,2,3,13,11,234.4,8,Complete
447,2020-01-02,16778,2,3,19,8,62.7,8,Complete
448,2020-01-02,16778,2,3,72,11,120.7,8,Complete
449,2020-01-02,16888,17,8,13,6,129.8,8,Complete
450,2020-01-02,16888,17,8,59,28,200.1,8,Complete
451,2020-01-03,10466,15,2,11,10,257.3,6,Complete
452,2020-01-03,10466,15,2,46,5,59.3,6,Complete
453,2020-01-03,10467,49,6,24,28,128.8,7,Complete
454,2020-01-03,10467,49,6,25,12,161.5,7,Complete
455,2020-01-03,10559,7,4,41,12,104.6,9,Complete
456,2020-01-03,10559,7,4,55,18,701.3,9,Complete
457,2020-01-03,11093,75,1,29,23,2314.9,3,Complete
458,2020-01-03,11093,75,1,56,21,707.4,3,Complete
459,2020-01-03,11708,30,5,55,9,331.3,8,Complete
460,2020-01-03,11708,30,5,62,19,514.7,8,Complete
461,2020-01-03,11708,30,5,64,14,399.4,8,Complete
462,2020-01-03,11708,30,5,65,20,182.5,8,Complete
463,2020-01-03,11924,19,2,69,34,70.0,4,Complete
464,2020-01-03,11924,19,2,71,6,179.3,4,Complete
465,2020-01-03,11944,5,2,20,35,3170.5,4,Complete
466,2020-01-03,11944,5,2,60,19,105.8,4,Complete
467,2020-01-03,11975,37,3,17,2,55.6,5,Complete
468,2020-01-03,11975,37,3,33,20,633.6,5,Complete
469,2020-01-03,12196,49,6,66,27,532.6,6,Complete
470,2020-01-03,12196,49,6,68,18,201.2,6,Complete
471,2020-01-03,12225,75,1,19,10,98.0,5,Complete
472,2020-01-03,12225,75,1,30,8,227.1,5,Complete
473,2020-01-03,12225,75,1,38,21,1873.9,5,Complete
474,2020-01-03,12225,75,1,56,12,555.5,5,Complete
475,2020-01-03,12807,10,1,41,22,243.2,7,Complete
476,2020-01-03,12807,10,1,44,34,2794.8,7,Complete
477,2020-01-03,12807,10,1,59,8,87.7,7,Complete
478,2020-01-03,13454,37,9,10,26,160.6,4,Complete
479,2020-01-03,13454,37,9,24,26,111.0,4,Complete
480,2020-01-03,13454,37,9,77,41,517.6,4,Complete
481,2020-01-03,13607,23,6,14,16,397.8,7,Complete
482,2020-01-03,13607,23,6,54,10,379.5,7,Complete
483,2020-01-03,13773,34,9,24,42,217.6,3,Complete
484,2020-01-03,13773,34,9,38,5,475.5,3,Complete
485,2020-01-03,13773,34,9,65,43,488.4,3,Complete
486,2020-01-03,13773,34,9,71,11,374.3,3,Complete
487,2020-01-03,15088,44,7,7,22,905.6,8,Complete
488,2020-01-03,15088,44,7,52,15,1196.8,8,Complete
489,2020-01-03,15415,82,1,4,14,334.3,5,Complete
490,2020-01-03,15415,82,1,7,47,1997.9,5,Complete
491,2020-01-03,15415,82,1,8,9,197.9,5,Complete
492,2020-01-03,15420,37,9,18,30,716.8,1,Complete
493,2020-01-03,15420,37,9,41,95,874.6,1,Complete
494,2020-01-03,15420,37,9,42,24,306.6,1,Complete
495,2020-01-03,15443,63,8,13,8,221.6,3,Complete
496,2020-01-03,15443,63,8,21,15,182.1,3,Complete
497,2020-01-03,15443,63,8,33,15,461.3,3,Complete
498,2020-01-03,15443,63,8,49,6,139.5,3,Complete
499,2020-01-03,15445,34,9,24,30,111.8,5,Complete
500,2020-01-03,15445,34,9,38,3,205.2,5,Complete
501,2020-01-03,15445,34,9,65,31,253.2,5,Complete
502,2020-01-03,15445,34,9,71,8,195.7,5,Complete
503,2020-01-03,15509,89,3,33,62,1893.4,9,Complete
504,2020-01-03,15509,89,3,72,21,284.8,9,Complete
505,2020-01-03,16125,75,1,7,9,338.0,5,Complete
506,2020-01-03,16125,75,1,60,18,93.4,5,Complete
507,2020-01-03,16125,75,1,68,7,99.3,5,Complete
508,2020-01-03,16267,63,8,4,14,360.4,7,Complete
509,2020-01-03,16267,63,8,36,27,248.1,7,Complete
510,2020-01-03,16413,25,8,23,48,419.4,3,Complete
511,2020-01-03,16413,25,8,26,29,944.6,3,Complete
512,2020-01-03,16413,25,8,36,24,186.2,3,Complete
513,2020-01-03,16413,25,8,37,34,128.7,3,Complete
514,2020-01-03,16413,25,8,72,30,350.4,3,Complete
515,2020-01-03,16719,48,1,53,4,278.7,9,Complete
516,2020-01-03,16762,90,9,19,14,128.8,2,Complete
517,2020-01-03,16762,90,9,49,12,266.1,2,Complete
518,2020-01-03,16762,90,9,61,6,182.7,2,Complete
519,2020-01-03,16792,73,9,7,7,287.7,2,Complete
520,2020-01-03,16792,73,9,13,18,446.6,2,Complete
521,2020-01-03,16847,58,8,51,19,1726.7,7,Complete
522,2020-01-03,16847,58,8,60,4,19.0,7,Complete
523,2020-01-03,16898,23,6,12,21,242.9,8,Complete
524,2020-01-03,16898,23,6,32,16,414.1,8,Complete
525,2020-01-03,16898,23,6,35,19,148.8,8,Complete
526,2020-01-04,12246,37,9,50,18,275.9,6,Complete
527,2020-01-04,12246,37,3,69,22,37.4,6,Complete
528,2020-01-04,13911,44,8,64,43,1255.7,1,Complete
529,2020-01-04,13911,44,8,68,3,29.8,1,Complete
530,2020-01-04,13911,44,8,76,13,4370.2,1,Complete
531,2020-01-05,10528,32,1,11,3,88.1,8,Complete
532,2020-01-05,10528,32,1,33,8,217.8,8,Complete
533,2020-01-05,10528,32,1,72,9,95.9,8,Complete
534,2020-01-05,12048,25,8,59,27,249.9,8,Complete
535,2020-01-05,12048,25,8,73,18,22.9,8,Complete
536,2020-01-05,13712,23,6,47,28,839.3,2,Complete
537,2020-01-05,13712,23,6,59,11,103.2,2,Complete
538,2020-01-07,15380,35,3,55,2,80.2,1,Complete
539,2020-01-07,15380,35,3,70,11,306.3,1,Complete
540,2020-01-07,15463,7,4,41,14,107.3,3,Complete
541,2020-01-07,15463,7,4,55,21,719.3,3,Complete
542,2020-01-08,13735,37,3,14,71,1685.3,5,Complete
543,2020-01-08,13735,37,3,65,20,188.1,5,Complete
544,2020-01-09,11950,32,1,31,67,710.1,1,Complete
545,2020-01-09,11950,32,4,35,45,346.5,1,Complete
546,2020-01-09,11950,32,1,46,51,648.3,1,Complete
547,2020-01-09,11950,32,1,72,27,346.7,1,Complete
548,2020-01-09,13700,39,9,30,8,233.2,1,Complete
549,2020-01-09,13700,39,9,43,14,200.8,1,Complete
550,2020-01-10,10560,25,8,30,20,512.4,1,Complete
551,2020-01-10,10560,25,8,62,15,468.0,1,Complete
552,2020-01-10,13010,5,2,44,19,1628.4,1,Complete
553,2020-01-10,13010,5,2,59,17,154.6,1,Complete
554,2020-01-10,13010,5,2,63,9,200.7,1,Complete
555,2020-01-10,13010,5,2,73,29,32.9,1,Complete
556,2020-01-10,13836,33,3,29,9,979.5,6,Complete
557,2020-01-10,13836,33,3,72,4,46.9,6,Complete
558,2020-01-11,10347,21,2,25,10,132.1,7,Complete
559,2020-01-11,10347,21,2,39,50,2936.0,7,Complete
560,2020-01-11,10347,21,2,40,4,68.0,7,Complete
561,2020-01-11,10347,21,2,75,6,46.5,7,Complete
562,2020-01-11,13859,61,2,13,22,582.4,9,Complete
563,2020-01-11,13859,61,2,44,26,2470.9,9,Complete
564,2020-01-11,13859,61,2,51,2,245.0,9,Complete
565,2020-01-11,15525,63,8,1,50,1116.1,5,Complete
566,2020-01-11,15525,63,8,40,45,877.2,5,Complete
567,2020-01-11,15525,63,8,53,40,2760.2,5,Complete
568,2020-01-12,10375,23,6,14,15,323.9,5,Complete
569,2020-01-12,10375,23,6,54,10,329.5,5,Complete
570,2020-01-12,10486,35,9,11,5,141.9,6,Complete
571,2020-01-12,10486,35,9,51,25,2421.3,6,Complete
572,2020-01-12,10486,35,9,74,16,439.8,6,Complete
573,2020-01-12,10561,79,8,44,10,688.9,1,Complete
574,2020-01-12,10561,79,8,51,50,5042.5,1,Complete
575,2020-01-12,15406,58,8,45,24,224.9,6,Complete
576,2020-01-12,15406,58,8,53,7,438.4,6,Complete
577,2020-01-12,15406,58,8,67,35,2076.9,6,Complete
1,2020-01-13,10381,46,2,74,14,428.3,1,Complete
2,2020-01-13,10382,19,3,5,32,179.8,2,Complete
3,2020-01-13,10382,19,3,18,9,241.0,2,Complete
4,2020-01-13,10382,19,3,29,14,1811.3,2,Complete
5,2020-01-14,10382,19,3,33,60,1649.4,2,Complete
6,2020-01-14,10382,19,3,74,50,1360.5,2,Complete
7,2020-01-14,10391,17,8,13,18,416.2,1,Complete
8,2020-01-14,10392,59,4,69,50,104.5,2,Complete
9,2020-01-14,10405,47,2,3,50,924.0,5,Complete
10,2020-01-15,10422,27,6,26,2,56.7,2,Complete
11,2020-01-15,10425,41,4,55,10,360.4,5,Complete
12,2020-01-15,10425,41,4,76,20,7228.6,5,Complete
13,2020-01-15,10450,84,5,10,20,152.8,1,Complete
14,2020-01-15,10450,84,5,54,6,211.3,1,Complete
15,2020-01-15,10451,63,7,55,120,4803.6,1,Complete
372,2020-01-02,14702,37,2,36,48,317.1,2,Complete
16,2020-01-15,10451,63,7,64,35,1257.9,1,Complete
17,2020-01-16,10451,63,7,65,28,298.5,1,Complete
18,2020-01-16,10451,63,7,77,55,688.1,1,Complete
19,2020-01-16,10478,84,4,10,20,132.0,8,Complete
20,2020-01-16,10495,42,1,23,10,83.3,5,Complete
21,2020-01-16,10495,42,1,41,20,204.4,5,Complete
22,2020-01-16,10495,42,1,77,5,65.6,5,Complete
23,2020-01-17,10517,37,9,52,6,512.9,7,Complete
24,2020-01-17,10517,37,9,59,4,33.2,7,Complete
25,2020-01-17,10517,37,9,70,6,186.5,7,Complete
26,2020-01-17,10519,37,9,10,16,120.8,9,Complete
27,2020-01-17,10519,37,9,56,40,1629.2,9,Complete
28,2020-01-17,10519,37,9,60,10,51.1,9,Complete
29,2020-01-17,11088,19,2,69,31,76.6,8,Complete
30,2020-01-18,11088,19,2,71,5,179.1,8,Complete
31,2020-01-18,11351,61,2,13,25,620.2,1,Complete
32,2020-01-18,11351,61,2,44,30,2672.1,1,Complete
33,2020-01-18,11351,61,2,51,2,229.6,1,Complete
34,2020-01-18,11392,51,1,18,39,969.3,2,Complete
35,2020-01-18,11392,51,1,42,10,151.5,2,Complete
36,2020-01-19,11392,51,1,47,16,393.6,2,Complete
37,2020-01-19,11411,42,1,38,24,1634.6,1,Complete
38,2020-01-19,11411,42,1,41,16,151.3,1,Complete
39,2020-01-19,11411,42,1,44,94,6291.5,1,Complete
40,2020-01-19,11411,42,1,65,12,109.8,1,Complete
41,2020-01-19,11766,82,1,21,40,456.7,6,Complete
42,2020-01-19,11766,82,1,27,28,1238.8,6,Complete
43,2020-01-20,11766,82,1,55,28,1184.6,6,Complete
44,2020-01-20,11766,82,1,58,33,1680.2,6,Complete
45,2020-01-20,11814,73,9,8,25,539.2,4,Complete
46,2020-01-20,11814,73,9,21,49,531.6,4,Complete
47,2020-01-20,11814,73,9,40,100,1980.4,4,Complete
48,2020-01-20,11814,73,9,44,7,545.5,4,Complete
49,2020-01-20,11835,56,7,41,23,254.9,5,Complete
50,2020-01-21,11835,56,7,51,170,19525.6,5,Complete
51,2020-01-21,11835,56,7,77,24,337.0,5,Complete
52,2020-01-21,11929,75,1,29,17,2255.2,9,Complete
53,2020-01-21,11929,75,1,56,15,666.0,9,Complete
54,2020-01-21,11953,73,9,2,30,509.4,3,Complete
55,2020-01-22,11953,73,9,14,51,986.1,3,Complete
56,2020-01-22,11953,73,9,25,9,115.0,3,Complete
57,2020-01-22,11953,73,9,26,85,2365.5,3,Complete
58,2020-01-22,11953,73,9,31,39,278.1,3,Complete
59,2020-01-22,12104,48,1,28,6,271.4,4,Complete
60,2020-01-22,12104,48,1,67,6,404.7,4,Complete
